sample_id,Contig_ID,true_serotype,true_serogroup,dataset,benchmark
ERR884431,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884431,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR433853,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR433853,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1430810,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1430810,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365539,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365539,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365266,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365266,32,NON-CBL,NON-CBL,Training,GPS benchmark
ERR980118,3,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR980118,3,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1453527,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453527,22,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681396,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681396,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910820,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910820,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26790074,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26790074,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662354,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662354,28,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2668110,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2668110,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091094,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091094,18,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090020,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090020,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884473,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR884473,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR568706,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR568706,19,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26673052,2,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26673052,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26714380,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714380,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797108,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797108,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878412,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594798,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594798,10,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749696,2,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26749696,9,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26878173,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214395,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1214395,27,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26834326,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834326,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453340,22,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884300,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884300,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364837,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364837,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202443,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202443,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714161,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714161,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742680,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742680,14,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364777,7,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879971,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879971,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065391,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065391,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925381,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925381,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066251,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066251,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066251,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742459,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742459,22,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714603,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714603,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364944,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364944,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673228,33,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884711,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884711,23,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797611,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797611,12,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833708,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833708,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714250,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714250,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600218,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600218,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374829,32,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673424,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673424,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870327,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870327,37,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884558,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884558,27,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749382,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749382,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365708,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR13365708,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1333967,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1333967,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774190,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774190,15,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884463,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884463,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774428,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774428,35,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540737,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1540737,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749935,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749935,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930594,1,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26930594,37,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2667860,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667860,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714454,14,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714454,21,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365391,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365391,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913393,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913393,14,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878252,7,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26878252,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065611,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065611,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931365,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931365,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26883801,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26883801,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749476,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749476,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4501397,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4501397,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931051,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1191902,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1191902,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR7567955,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR7567955,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364833,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364833,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505733,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505733,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR596417,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR596417,25,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870292,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870292,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR506049,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR506049,60,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796850,13,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26595072,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26595072,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797520,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797520,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26877933,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26877933,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833790,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833790,14,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930956,8,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26930956,29,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR13365054,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365054,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR352052,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1836940,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1836940,10,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1214382,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214382,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453598,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453598,12,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931837,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931837,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106799,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106799,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365307,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR13365307,20,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26672836,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR316620,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR316620,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879921,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879921,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997591,22,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997591,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730600,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730600,41,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797633,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797633,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870095,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870095,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065979,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065979,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066328,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066328,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR438999,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR438999,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089635,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089635,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997543,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR997543,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730190,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730190,47,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600193,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600193,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR600193,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1795478,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796488,4,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR3796488,5,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR862383,38,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1453504,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1453504,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667530,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667530,21,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714625,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR714625,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR568713,25,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR568713,26,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2089691,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089691,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667096,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667096,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089440,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089440,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751081,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751081,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065847,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065847,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365258,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365258,29,NON-CBL,NON-CBL,Training,GPS benchmark
ERR751065,5,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR751065,19,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26930353,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192086,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1192086,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870169,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870169,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667597,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667597,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365520,32,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2090818,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2090818,6,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR319368,26,NON-CBL,NON-CBL,Training,GPS benchmark
ERR319368,32,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2212872,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2212872,18,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930481,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26930481,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364725,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364725,9,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26672963,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26672963,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925106,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925106,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925106,25,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931757,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931757,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662453,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR662453,48,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1422552,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1422552,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788566,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1788566,17,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365835,15,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365835,18,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925334,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR925334,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834235,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834235,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884265,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884265,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681238,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681238,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR490753,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR490753,29,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4289133,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4289133,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796707,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796707,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880098,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880098,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR501564,7,NON-CBL,NON-CBL,Training,GPS benchmark
ERR501564,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR750920,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR750920,14,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR2681323,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2681323,25,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742335,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742335,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR340875,11,NON-CBL,NON-CBL,Training,GPS benchmark
ERR340875,54,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594711,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365629,8,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365629,28,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505618,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505618,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884671,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884671,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365170,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365170,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730401,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR730401,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR869871,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR869871,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106677,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1106677,24,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913322,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913322,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214625,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1214625,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931353,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931353,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4501359,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR4501359,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364421,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364421,21,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931131,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26931131,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26749960,2,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR13364805,12,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13364805,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884667,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR884667,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742719,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR742719,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365605,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365605,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR869944,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR869944,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26910317,20,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26910317,32,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR909284,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR909284,1,NON-CBL,NON-CBL,Testing,GPS benchmark
ERR1799749,23,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1799749,26,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796659,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR3796659,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR338187,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR338187,27,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089919,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089919,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913535,14,NON-CBL,NON-CBL,Training,GPS benchmark
ERR913535,16,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880039,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26880039,18,NON-CBL,NON-CBL,Training,GPS benchmark
ERR876560,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR876560,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091258,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2091258,25,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714486,9,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26714486,12,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26834203,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26834203,7,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26797212,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797212,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089145,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089145,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26673063,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870048,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR870048,26,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789572,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789572,16,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089078,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089078,12,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26883793,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26883793,10,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066147,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1066147,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505514,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR505514,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789588,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26789588,6,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26797350,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797350,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797240,5,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2853668,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2853668,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202073,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202073,26,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1191861,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1191861,15,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884124,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884124,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374702,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13374702,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594507,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594507,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26594507,8,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797683,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26797683,15,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833757,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26833757,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202351,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1202351,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365409,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365409,2,NON-CBL,NON-CBL,Training,GPS benchmark
ERR13365409,19,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065820,20,NON-CBL,NON-CBL,Training,GPS benchmark
ERR1065820,114,NON-CBL,NON-CBL,Training,GPS benchmark
ERR490785,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR490785,13,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879756,4,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26879756,13,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774712,1,NON-CBL,NON-CBL,Training,GPS benchmark
ERR774712,1,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884539,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26884539,38,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26714721,2,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26714721,3,NON-CBL,NON-CBL,Testing,GPS benchmark
SRR26789692,2,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26789692,9,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667316,3,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2667316,3,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834510,6,NON-CBL,NON-CBL,Training,GPS benchmark
SRR26834510,6,NON-CBL,NON-CBL,Training,GPS benchmark
ERR14653960,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR14653960,4,NON-CBL,NON-CBL,Training,GPS benchmark
ERR2089673,1,NON-CBL,NON-CBL,Training,GPS benchmark
