sample_id,true_serotype,true_serogroup,ALLCAPS,ProkBERT,benchmark
ERR3796837,24F,24,24F,24F,GPS benchmark
ERR884472,19A,19,19A,19A,GPS benchmark
SRR26878568,8,8,8,8,GPS benchmark
SRR26910338,31,31,31,31,GPS benchmark
SRR26714489,22F,22,22F,22F,GPS benchmark
SRR26594910,23A,23,23A,23A,GPS benchmark
ERR2090016,15A,15,15A,15A,GPS benchmark
ERR909085,6A,6,6A,6A,GPS benchmark
SRR26877983,35F,35,35F,35F,GPS benchmark
ERR13365878,17F,17,17F,17F,GPS benchmark
ERR2667521,1,1,1,1,GPS benchmark
ERR925270,23A,23,23A,23A,GPS benchmark
ERR316659,9L,9,9L,9L,GPS benchmark
ERR600241,7F,7,7F,7F,GPS benchmark
SRR26594520,17F,17,17F,17F,GPS benchmark
ERR736907,14,14,14,14,GPS benchmark
SRR26594933,3,3,3,3,GPS benchmark
SRR26789383,9N,9,9N,9N,GPS benchmark
ERR433551,23F,23,23F,23F,GPS benchmark
SRR26594210,11A,11,11A,11E,GPS benchmark
SRR26673702,23A,23,4,9V,GPS benchmark
ERR1192034,19F,19,19F,19F,GPS benchmark
SRR26673080,10A,10,10A,10A,GPS benchmark
SRR26834006,3,3,3,3,GPS benchmark
ERR884390,6B,6,6B,6E,GPS benchmark
ERR3899358,22F,22,22F,22F,GPS benchmark
ERR2680960,6A,6,6B,6A,GPS benchmark
ERR600368,9V,9,9V,9V,GPS benchmark
SRR26930250,3,3,3,3,GPS benchmark
ERR1066324,6A,6,6A,6A,GPS benchmark
ERR2089680,1,1,1,1,GPS benchmark
ERR774202,35D,35,35B,35B,GPS benchmark
SRR26797779,19A,19,19A,19A,GPS benchmark
ERR714171,34,34,34,34,GPS benchmark
SRR26714913,6C,6,6C,6C,GPS benchmark
ERR2612059,35B,35,35B,35B,GPS benchmark
SRR26880168,8,8,8,8,GPS benchmark
ERR632950,19F,19,19F,19F,GPS benchmark
SRR26749586,3,3,3,3,GPS benchmark
SRR26878103,20B,20,20B,20B,GPS benchmark
SRR26818540,16F,16,16F,4,GPS benchmark
ERR925179,19F,19,19F,19F,GPS benchmark
ERR600328,14,14,14,14,GPS benchmark
SRR26833965,9N,9,9N,9N,GPS benchmark
ERR980126,23F,23,23F,23F,GPS benchmark
SRR26879805,15A,15,15A,15A,GPS benchmark
SRR26931891,9N,9,9N,9N,GPS benchmark
ERR701784,38,38,38,38,GPS benchmark
ERR467045,1,1,1,1,GPS benchmark
ERR1453564,19F,19,19F,21,GPS benchmark
ERR2668149,6B,6,6A,6A,GPS benchmark
SRR26749873,19A,19,19A,19A,GPS benchmark
ERR751073,5,5,5,5,GPS benchmark
ERR1192027,34,34,34,34,GPS benchmark
ERR2091286,12F,12,12F,12F,GPS benchmark
SRR26673043,12F,12,12F,12F,GPS benchmark
ERR433508,16F,16,16F,45,GPS benchmark
ERR913476,8,8,8,8,GPS benchmark
SRR26790184,12F,12,12F,12F,GPS benchmark
SRR26672796,12F,12,12F,12F,GPS benchmark
ERR3796626,24F,24,24F,24F,GPS benchmark
SRR26883914,10A,10,10A,10A,GPS benchmark
ERR751169,19A,19,19A,19A,GPS benchmark
SRR26884667,16F,16,16F,4,GPS benchmark
ERR3796791,24F,24,24F,24F,GPS benchmark
SRR26790104,8,8,8,8,GPS benchmark
SRR26884059,8,8,8,8,GPS benchmark
ERR13364945,6B,6,6A,6A,GPS benchmark
SRR26818008,8,8,8,8,GPS benchmark
SRR26880362,12F,12,12F,12F,GPS benchmark
SRR26880171,12F,12,12F,46,GPS benchmark
ERR600515,13,13,13,13,GPS benchmark
ERR2681101,6A,6,6A,6A,GPS benchmark
SRR26594354,10A,10,10A,10A,GPS benchmark
ERR13366225,14,14,14,14,GPS benchmark
ERR1066304,1,1,1,1,GPS benchmark
ERR1202302,10B,10,10B,10B,GPS benchmark
SRR26714737,8,8,8,8,GPS benchmark
SRR26594719,9N,9,9N,9N,GPS benchmark
SRR26715034,22F,22,22F,22F,GPS benchmark
SRR26594401,12F,12,12F,12F,GPS benchmark
SRR26797041,3,3,3,3,GPS benchmark
SRR26834432,8,8,8,8,GPS benchmark
ERR2090059,12F,12,12F,12F,GPS benchmark
ERR984280,11A,11,11A,11A,GPS benchmark
SRR26749818,15B,15,15B,15B,GPS benchmark
ERR3270719,6A,6,6A,6A,GPS benchmark
ERR331163,6C,6,6C,6C,GPS benchmark
ERR2680991,6A,6,6A,6A,GPS benchmark
ERR2091044,5,5,5,5,GPS benchmark
ERR449260,1,1,1,1,GPS benchmark
SRR26749319,10A,10,10A,10A,GPS benchmark
ERR13365879,3,3,3,3,GPS benchmark
ERR2667817,7F,7,7F,7F,GPS benchmark
SRR26749352,15C,15,15C,15C,GPS benchmark
ERR900700,12F,12,12F,21,GPS benchmark
ERR1065503,16F,16,16F,16F,GPS benchmark
SRR26797231,9N,9,9N,9N,GPS benchmark
ERR3669296,6C,6,6C,6D,GPS benchmark
ERR774173,23F,23,23F,23F,GPS benchmark
SRR26818129,8,8,8,8,GPS benchmark
SRR26594739,9N,9,9N,9N,GPS benchmark
SRR26930975,33F,33,33F,33F,GPS benchmark
SRR26930241,8,8,8,8,GPS benchmark
ERR7567861,1,1,1,1,GPS benchmark
ERR2089713,18B,18,18B,18B,GPS benchmark
ERR774368,16F,16,16F,16F,GPS benchmark
SRR26714601,12F,12,12F,12F,GPS benchmark
SRR26797058,22F,22,22F,22F,GPS benchmark
SRR26930999,8,8,8,8,GPS benchmark
ERR1430803,19A,19,19A,19A,GPS benchmark
SRR26714383,8,8,8,8,GPS benchmark
ERR1202611,14,14,14,14,GPS benchmark
SRR26594309,3,3,3,3,GPS benchmark
ERR714360,46,46,46,46,GPS benchmark
SRR26834484,8,8,8,8,GPS benchmark
ERR13365012,9N,9,9N,9N,GPS benchmark
ERR13365600,4,4,4,9V,GPS benchmark
SRR26931849,8,8,8,8,GPS benchmark
SRR26884218,8,8,8,8,GPS benchmark
ERR997499,10A,10,10A,10A,GPS benchmark
SRR26749467,7C,7,7C,7C,GPS benchmark
ERR13364463,10A,10,10A,10A,GPS benchmark
SRR26931675,8,8,8,8,GPS benchmark
ERR909102,7C,7,7C,7C,GPS benchmark
SRR26930850,8,8,8,8,GPS benchmark
ERR1065146,11A,11,11A,11A,GPS benchmark
SRR26789985,23A,23,23A,23A,GPS benchmark
SRR26789932,23A,23,23A,23A,GPS benchmark
SRR26673078,35F,35,35F,35F,GPS benchmark
ERR925272,8,8,8,8,GPS benchmark
ERR433971,7F,7,7F,7F,GPS benchmark
ERR433804,1,1,1,1,GPS benchmark
ERR1066308,10A,10,10A,10A,GPS benchmark
ERR7567995,16F,16,16F,16F,GPS benchmark
SRR26834442,3,3,3,3,GPS benchmark
SRR26879641,17F,17,17F,17F,GPS benchmark
ERR908931,6B,6,6B,6B,GPS benchmark
ERR570403,13,13,13,13,GPS benchmark
ERR730755,16F,16,16F,16F,GPS benchmark
SRR26672860,23B,23,23B,23B,GPS benchmark
SRR26818627,23B,23,23B,23B,GPS benchmark
ERR750979,5,5,5,5,GPS benchmark
SRR26834303,23A,23,23A,23A,GPS benchmark
ERR568669,23F,23,23F,23F,GPS benchmark
SRR26910390,17F,17,17F,17F,GPS benchmark
SRR26749904,10A,10,10A,10A,GPS benchmark
ERR633028,14,14,14,14,GPS benchmark
ERR730362,19A,19,19A,19A,GPS benchmark
ERR2667532,5,5,5,5,GPS benchmark
ERR774274,6A,6,6A,6A,GPS benchmark
SRR26879524,12F,12,12F,12F,GPS benchmark
ERR1795453,14,14,14,14,GPS benchmark
ERR2090773,2,2,2,2,GPS benchmark
ERR1066149,16F,16,16F,16F,GPS benchmark
SRR26789611,3,3,3,3,GPS benchmark
SRR26714382,9N,9,9N,9N,GPS benchmark
ERR730486,19A,19,19A,19A,GPS benchmark
SRR26797066,15C,15,15C,15C,GPS benchmark
ERR505593,19F,19,19F,19F,GPS benchmark
SRR26880274,9N,9,9N,9N,GPS benchmark
SRR26833947,15A,15,15A,15A,GPS benchmark
SRR26910368,8,8,8,8,GPS benchmark
SRR26714090,8,8,8,8,GPS benchmark
SRR26818036,3,3,3,3,GPS benchmark
SRR26911209,19F,19,19F,19F,GPS benchmark
ERR980292,21,21,21,21,GPS benchmark
ERR13374831,22F,22,22F,22F,GPS benchmark
ERR3669346,16F,16,16F,16F,GPS benchmark
SRR26910467,15A,15,15A,15A,GPS benchmark
SRR26595010,33F,33,33F,33F,GPS benchmark
ERR714226,1,1,1,1,GPS benchmark
ERR1202399,46,46,46,12B,GPS benchmark
SRR26878420,8,8,8,8,GPS benchmark
ERR568678,19A,19,19A,19A,GPS benchmark
ERR701843,19F,19,19F,19F,GPS benchmark
SRR26714266,12F,12,12F,12F,GPS benchmark
ERR501551,6B,6,6B,6A,GPS benchmark
SRR26789776,15A,15,15A,15A,GPS benchmark
ERR3796760,24F,24,24F,24F,GPS benchmark
SRR26714959,3,3,3,3,GPS benchmark
ERR425483,8,8,8,8,GPS benchmark
ERR4289072,16F,16,16F,16F,GPS benchmark
SRR26930289,19F,19,19F,19F,GPS benchmark
ERR319328,6B,6,6B,48,GPS benchmark
SRR26714783,8,8,8,8,GPS benchmark
SRR26910779,22F,22,22F,22F,GPS benchmark
SRR26789747,8,8,8,8,GPS benchmark
ERR742638,19A,19,19A,19A,GPS benchmark
ERR331396,19A,19,19A,19A,GPS benchmark
ERR2089029,19F,19,19F,19F,GPS benchmark
ERR13366246,8,8,8,8,GPS benchmark
SRR26714235,8,8,8,8,GPS benchmark
ERR884316,1,1,1,1,GPS benchmark
ERR980236,17F,17,17F,17F,GPS benchmark
ERR913089,9N,9,9L,9L,GPS benchmark
ERR8481871,19A,19,19A,19A,GPS benchmark
ERR311099,23A,23,23A,23A,GPS benchmark
ERR884405,9V,9,9V,9V,GPS benchmark
ERR326570,14,14,14,22F,GPS benchmark
SRR26884684,8,8,8,8,GPS benchmark
SRR26594756,19A,19,19A,19A,GPS benchmark
ERR13365897,3,3,3,3,GPS benchmark
SRR26879801,33F,33,33F,33F,GPS benchmark
ERR600405,14,14,14,14,GPS benchmark
ERR900686,6A,6,6A,6A,GPS benchmark
ERR1430870,1,1,1,1,GPS benchmark
ERR862448,14,14,14,14,GPS benchmark
SRR26817868,8,8,8,8,GPS benchmark
ERR2667994,12F,12,12F,46,GPS benchmark
SRR26884618,8,8,8,8,GPS benchmark
SRR26834167,16F,16,16F,16F,GPS benchmark
ERR1453346,21,21,21,21,GPS benchmark
ERR862378,21,21,21,21,GPS benchmark
ERR13365892,10A,10,10A,10A,GPS benchmark
ERR730162,21,21,21,21,GPS benchmark
ERR908993,18C,18,18C,18B,GPS benchmark
ERR600112,22F,22,22F,22F,GPS benchmark
ERR7568037,8,8,8,8,GPS benchmark
ERR979907,1,1,1,45,GPS benchmark
SRR26594544,22F,22,22F,22F,GPS benchmark
ERR316835,4,4,4,4,GPS benchmark
ERR773859,6A,6,6A,6A,GPS benchmark
SRR26878446,33F,33,33F,33F,GPS benchmark
SRR26594691,3,3,3,3,GPS benchmark
ERR980343,6A,6,6A,6A,GPS benchmark
ERR2667106,3,3,3,3,GPS benchmark
SRR26878280,9N,9,9N,9N,GPS benchmark
SRR26797789,3,3,3,3,GPS benchmark
ERR2667906,19F,19,19F,19F,GPS benchmark
SRR26879915,35F,35,35F,35F,GPS benchmark
SRR26790209,8,8,8,8,GPS benchmark
ERR2089811,5,5,5,5,GPS benchmark
ERR870283,23F,23,23F,23F,GPS benchmark
ERR2681176,6A,6,6A,6A,GPS benchmark
ERR862366,13,13,13,13,GPS benchmark
ERR862501,34,34,34,34,GPS benchmark
ERR646595,6B,6,6B,6E,GPS benchmark
ERR751193,6B,6,6B,6A,GPS benchmark
SRR26673260,8,8,8,8,GPS benchmark
ERR13375047,8,8,8,8,GPS benchmark
ERR773971,8,8,8,8,GPS benchmark
ERR331144,6B,6,6B,21,GPS benchmark
ERR913374,1,1,1,1,GPS benchmark
ERR1191941,3,3,3,3,GPS benchmark
SRR26833656,8,8,8,8,GPS benchmark
ERR773987,18A,18,18A,18A,GPS benchmark
ERR2612091,19A,19,19A,19A,GPS benchmark
ERR908933,12B,12,46,12B,GPS benchmark
ERR338242,1,1,1,1,GPS benchmark
ERR714162,1,1,1,1,GPS benchmark
SRR26910583,3,3,3,3,GPS benchmark
ERR1065249,4,4,4,4,GPS benchmark
ERR2667853,3,3,3,3,GPS benchmark
SRR26789738,7C,7,7C,7C,GPS benchmark
ERR773979,14,14,14,14,GPS benchmark
ERR2089859,23F,23,23F,23F,GPS benchmark
ERR750824,6B,6,6B,6E,GPS benchmark
ERR13364661,3,3,3,3,GPS benchmark
SRR26931755,28A,28,28A,28A,GPS benchmark
ERR3796908,24F,24,24F,24F,GPS benchmark
ERR913262,19A,19,19A,19A,GPS benchmark
ERR997544,11A,11,11A,11A,GPS benchmark
SRR26834277,35B,35,35B,35B,GPS benchmark
SRR26931677,35B,35,35B,35B,GPS benchmark
ERR2089791,5,5,5,5,GPS benchmark
ERR2681084,19A,19,19A,19A,GPS benchmark
ERR2667500,6B,6,6B,6E,GPS benchmark
ERR600576,23F,23,23F,23F,GPS benchmark
SRR26749349,8,8,8,8,GPS benchmark
ERR1065151,16F,16,16F,16F,GPS benchmark
SRR26789404,3,3,3,3,GPS benchmark
ERR13365436,19A,19,19A,19A,GPS benchmark
ERR870262,1,1,1,1,GPS benchmark
SRR26930909,10A,10,10A,10A,GPS benchmark
ERR433511,12F,12,12F,46,GPS benchmark
ERR13364760,7F,7,7F,7F,GPS benchmark
SRR26714938,33F,33,33F,33F,GPS benchmark
SRR26673184,3,3,3,3,GPS benchmark
SRR26878340,12F,12,12F,12F,GPS benchmark
ERR2091208,12F,12,12F,12F,GPS benchmark
ERR2090513,9V,9,9V,9V,GPS benchmark
SRR26931643,33F,33,33F,33F,GPS benchmark
ERR433523,18C,18,18C,18C,GPS benchmark
SRR26930265,9N,9,9N,9N,GPS benchmark
ERR13374614,3,3,3,3,GPS benchmark
ERR316700,19F,19,19F,28A,GPS benchmark
ERR13365547,20A,20,20A,20A,GPS benchmark
SRR26931729,31,31,31,31,GPS benchmark
ERR505958,19F,19,19F,19F,GPS benchmark
SRR26673181,8,8,8,8,GPS benchmark
ERR774333,35B,35,35B,35B,GPS benchmark
ERR13365254,3,3,3,3,GPS benchmark
SRR26797400,8,8,8,8,GPS benchmark
ERR3303404,1,1,1,1,GPS benchmark
SRR26910554,11A,11,11A,11E,GPS benchmark
ERR316737,6B,6,6B,6B,GPS benchmark
ERR3303278,24A,24,24A,24A,GPS benchmark
SRR26884266,33F,33,33F,33F,GPS benchmark
SRR26878571,8,8,8,8,GPS benchmark
ERR1065178,6B,6,6B,6B,GPS benchmark
ERR3796621,24F,24,24F,24F,GPS benchmark
SRR26834148,11A,11,11A,11E,GPS benchmark
SRR26714192,10A,10,10A,10A,GPS benchmark
ERR2089224,6B,6,6B,6E,GPS benchmark
ERR326354,6B,6,6B,15A,GPS benchmark
ERR2090231,6D,6,6D,6D,GPS benchmark
SRR26930925,15A,15,15A,15A,GPS benchmark
SRR26749501,22F,22,22F,22F,GPS benchmark
ERR1065641,35B,35,35B,35B,GPS benchmark
SRR26818247,8,8,8,8,GPS benchmark
SRR26818224,9N,9,9N,9N,GPS benchmark
SRR26910632,3,3,3,3,GPS benchmark
SRR26797382,19F,19,19F,10F,GPS benchmark
SRR26879751,22F,22,22F,22F,GPS benchmark
SRR26910721,19A,19,19A,19A,GPS benchmark
SRR26930782,9N,9,9N,9N,GPS benchmark
ERR13365999,3,3,3,3,GPS benchmark
ERR730782,9V,9,9V,9V,GPS benchmark
SRR26789380,12F,12,12F,12F,GPS benchmark
SRR26930315,9N,9,9N,9N,GPS benchmark
SRR26880276,8,8,8,8,GPS benchmark
ERR2091234,9V,9,9V,9V,GPS benchmark
ERR1788311,19F,19,19F,19F,GPS benchmark
ERR2089599,23B,23,23B,23B,GPS benchmark
ERR751038,7F,7,7F,7F,GPS benchmark
ERR13366104,23B,23,23B,23B,GPS benchmark
ERR13374624,14,14,14,14,GPS benchmark
SRR26884321,11A,11,11A,11E,GPS benchmark
SRR26834419,8,8,8,8,GPS benchmark
ERR2089988,14,14,14,14,GPS benchmark
ERR1202447,19A,19,19A,19A,GPS benchmark
SRR26910526,9N,9,9N,9N,GPS benchmark
ERR13364568,4,4,4,4,GPS benchmark
ERR2090981,9V,9,9V,9V,GPS benchmark
ERR2090895,2,2,2,2,GPS benchmark
SRR26884214,8,8,8,8,GPS benchmark
ERR714692,14,14,14,14,GPS benchmark
SRR26931635,11A,11,11A,11A,GPS benchmark
SRR26884691,8,8,8,8,GPS benchmark
SRR26931356,3,3,3,3,GPS benchmark
ERR13365513,6C,6,6C,6C,GPS benchmark
ERR736932,12F,12,12F,12F,GPS benchmark
ERR2090675,12F,12,12F,12F,GPS benchmark
ERR13365017,3,3,3,3,GPS benchmark
ERR13375057,6A,6,6A,6A,GPS benchmark
ERR2667201,24F,24,24F,24F,GPS benchmark
ERR884466,19A,19,19A,19A,GPS benchmark
SRR26910851,9N,9,9N,9N,GPS benchmark
ERR730419,23F,23,23F,23F,GPS benchmark
ERR646573,6B,6,6B,6B,GPS benchmark
SRR26797721,12F,12,12F,12F,GPS benchmark
SRR26714613,12F,12,12F,12F,GPS benchmark
ERR505888,7F,7,7F,7F,GPS benchmark
ERR331166,6B,6,6B,23F,GPS benchmark
SRR26817860,16F,16,16F,16F,GPS benchmark
ERR3899371,22F,22,22F,22F,GPS benchmark
ERR586391,19A,19,19A,19A,GPS benchmark
SRR26879779,8,8,8,8,GPS benchmark
ERR425439,9V,9,9V,9V,GPS benchmark
SRR26930716,8,8,8,8,GPS benchmark
ERR505983,14,14,14,14,GPS benchmark
SRR26714401,19F,19,19F,9V,GPS benchmark
ERR1214341,11A,11,11A,11E,GPS benchmark
ERR997549,6B,6,6B,6E,GPS benchmark
SRR26833727,10A,10,10A,10A,GPS benchmark
SRR26714720,3,3,3,3,GPS benchmark
ERR8481613,15F,15,15F,15F,GPS benchmark
ERR14653923,23F,23,23F,23F,GPS benchmark
ERR2667522,22F,22,22F,22F,GPS benchmark
ERR505486,28A,28,28A,28A,GPS benchmark
ERR2667211,24F,24,24F,24F,GPS benchmark
SRR26884662,8,8,8,8,GPS benchmark
ERR1202208,19A,19,19A,19A,GPS benchmark
SRR26817873,9N,9,9N,9N,GPS benchmark
ERR13365250,21,21,21,21,GPS benchmark
ERR326403,6C,6,6C,6C,GPS benchmark
ERR13364388,3,3,3,3,GPS benchmark
SRR26818153,3,3,3,3,GPS benchmark
ERR876462,6B,6,6B,6B,GPS benchmark
SRR26790155,8,8,8,8,GPS benchmark
ERR340896,6B,6,6B,6A,GPS benchmark
ERR1788067,18C,18,18C,18C,GPS benchmark
SRR26877909,12F,12,12F,12F,GPS benchmark
SRR26714838,3,3,3,3,GPS benchmark
ERR2667327,19A,19,19F,19A,GPS benchmark
ERR1756477,8,8,8,8,GPS benchmark
ERR1658131,7B,7,7B,7B,GPS benchmark
SRR26884516,23B,23,23B,23B,GPS benchmark
ERR884577,7F,7,7F,7F,GPS benchmark
ERR632976,23F,23,23F,23F,GPS benchmark
ERR2667310,14,14,14,14,GPS benchmark
SRR26714295,11A,11,11A,11E,GPS benchmark
SRR26878196,7F,7,7F,7F,GPS benchmark
ERR505490,23F,23,23F,9V,GPS benchmark
ERR876463,14,14,14,14,GPS benchmark
ERR1192061,11A,11,11A,11A,GPS benchmark
ERR1422613,23F,23,23F,23F,GPS benchmark
ERR773819,38,38,38,38,GPS benchmark
ERR2090819,12F,12,12F,12F,GPS benchmark
ERR13374856,23F,23,23F,23F,GPS benchmark
SRR26714132,3,3,3,3,GPS benchmark
ERR13365439,15B,15,15B,15B,GPS benchmark
ERR1065504,23F,23,23F,23F,GPS benchmark
SRR26880157,8,8,8,8,GPS benchmark
SRR26749419,17F,17,17F,17F,GPS benchmark
ERR2089275,6A,6,6A,6A,GPS benchmark
SRR26910654,15A,15,15A,9L,GPS benchmark
ERR13365566,3,3,3,3,GPS benchmark
SRR26931211,19A,19,19A,19A,GPS benchmark
SRR26879571,23B,23,23B,23B,GPS benchmark
SRR26594701,31,31,31,31,GPS benchmark
ERR596409,19A,19,19A,9L,GPS benchmark
ERR13366073,3,3,3,3,GPS benchmark
SRR26834436,15C,15,15C,15C,GPS benchmark
SRR26910409,9N,9,9N,9N,GPS benchmark
ERR568691,19F,19,19F,19F,GPS benchmark
ERR438978,1,1,1,1,GPS benchmark
SRR26749454,15B,15,15A,35C,GPS benchmark
ERR1065920,13,13,13,13,GPS benchmark
ERR1106692,9V,9,9V,9V,GPS benchmark
ERR979971,22F,22,22F,22F,GPS benchmark
ERR600547,6B,6,6B,6B,GPS benchmark
SRR26789958,3,3,3,3,GPS benchmark
SRR26930313,21,21,21,21,GPS benchmark
SRR26878402,23B,23,23B,23B,GPS benchmark
ERR2090861,12F,12,12F,12F,GPS benchmark
ERR2091265,38,38,38,25A,GPS benchmark
ERR13364548,38,38,38,38,GPS benchmark
ERR1202600,1,1,1,1,GPS benchmark
ERR13364635,14,14,14,14,GPS benchmark
ERR751101,6B,6,6B,6A,GPS benchmark
SRR26878621,9N,9,9N,9N,GPS benchmark
SRR26789216,12F,12,12F,12F,GPS benchmark
ERR2090241,4,4,4,4,GPS benchmark
SRR26834276,38,38,38,38,GPS benchmark
ERR2091016,1,1,1,1,GPS benchmark
SRR26797578,3,3,3,3,GPS benchmark
SRR26789853,9N,9,9N,9N,GPS benchmark
ERR13374748,6C,6,6C,6C,GPS benchmark
ERR1795492,1,1,1,1,GPS benchmark
SRR26911176,8,8,8,8,GPS benchmark
ERR1788248,6A,6,6A,6A,GPS benchmark
ERR1065230,34,34,19F,25A,GPS benchmark
ERR884401,14,14,14,14,GPS benchmark
ERR505589,23F,23,23F,23F,GPS benchmark
SRR26790081,3,3,3,3,GPS benchmark
ERR1430842,1,1,1,1,GPS benchmark
ERR2091046,5,5,5,5,GPS benchmark
SRR26715026,3,3,3,3,GPS benchmark
ERR742729,6A,6,6B,6A,GPS benchmark
ERR3899476,14,14,14,14,GPS benchmark
ERR3164125,14,14,14,14,GPS benchmark
SRR26714492,15A,15,15A,15A,GPS benchmark
ERR600269,1,1,1,1,GPS benchmark
ERR862340,4,4,4,11C,GPS benchmark
SRR26884394,9N,9,9N,9N,GPS benchmark
ERR730758,6C,6,6C,6C,GPS benchmark
SRR26818246,8,8,8,8,GPS benchmark
SRR26911049,19A,19,19A,19A,GPS benchmark
ERR1065699,14,14,14,14,GPS benchmark
ERR2089589,14,14,14,14,GPS benchmark
ERR13374945,9N,9,9N,9N,GPS benchmark
SRR26817764,33F,33,33F,33F,GPS benchmark
ERR13374830,23F,23,23F,23F,GPS benchmark
ERR4501357,24F,24,24F,24F,GPS benchmark
ERR2089067,11B,11,11C,11B,GPS benchmark
ERR884396,14,14,14,14,GPS benchmark
ERR433930,21,21,21,21,GPS benchmark
SRR26818686,31,31,31,31,GPS benchmark
SRR26884216,15A,15,15A,15A,GPS benchmark
SRR26879848,38,38,38,38,GPS benchmark
ERR3669300,11A,11,11A,11A,GPS benchmark
ERR13365504,4,4,4,4,GPS benchmark
ERR870196,17F,17,17F,17F,GPS benchmark
SRR26749619,9N,9,9N,9N,GPS benchmark
SRR26834256,8,8,8,8,GPS benchmark
ERR1453778,7C,7,7C,7C,GPS benchmark
ERR2853695,19A,19,19A,19A,GPS benchmark
SRR26789856,19A,19,19A,19A,GPS benchmark
SRR26931600,15A,15,15A,15A,GPS benchmark
SRR26880126,9N,9,9N,9N,GPS benchmark
ERR913259,23F,23,23F,23F,GPS benchmark
ERR3270862,11A,11,11A,11A,GPS benchmark
SRR26878406,19F,19,19F,19F,GPS benchmark
ERR1065277,11A,11,11A,11A,GPS benchmark
ERR730370,19F,19,19F,19F,GPS benchmark
ERR13374725,23F,23,23F,23F,GPS benchmark
SRR26911154,35F,35,35F,35F,GPS benchmark
ERR490725,3,3,3,3,GPS benchmark
ERR1430811,19A,19,19A,19A,GPS benchmark
SRR26797180,22F,22,22F,22F,GPS benchmark
ERR3270843,33B,33,33B,33B,GPS benchmark
ERR340829,8,8,8,8,GPS benchmark
SRR26673425,12F,12,12F,12F,GPS benchmark
ERR2090102,19A,19,19A,19A,GPS benchmark
ERR2853437,19A,19,19A,19A,GPS benchmark
SRR26930526,19F,19,19F,19F,GPS benchmark
ERR774079,35B,35,35B,35B,GPS benchmark
ERR1756399,28F,28,28F,28F,GPS benchmark
ERR2091109,23F,23,23F,23F,GPS benchmark
ERR909002,15A,15,15A,15A,GPS benchmark
ERR1202075,5,5,5,5,GPS benchmark
ERR501496,23F,23,23F,23F,GPS benchmark
ERR984252,22A,22,22A,22A,GPS benchmark
ERR331444,5,5,5,5,GPS benchmark
SRR26818237,16F,16,16F,4,GPS benchmark
ERR1788304,3,3,3,3,GPS benchmark
SRR26749988,33F,33,33F,33F,GPS benchmark
ERR13365464,8,8,8,8,GPS benchmark
ERR4501425,19A,19,19A,19A,GPS benchmark
ERR925091,19F,19,19F,10A,GPS benchmark
ERR3899415,9L,9,9N,9L,GPS benchmark
SRR26594678,12F,12,12F,12F,GPS benchmark
ERR13366231,46,46,46,12B,GPS benchmark
ERR1191985,16F,16,16F,16F,GPS benchmark
ERR2090504,14,14,14,14,GPS benchmark
ERR1065374,16F,16,16F,16F,GPS benchmark
SRR26594207,1,1,1,1,GPS benchmark
ERR730567,14,14,14,14,GPS benchmark
SRR26798004,8,8,8,8,GPS benchmark
ERR2090196,14,14,14,14,GPS benchmark
ERR501525,7C,7,7C,7C,GPS benchmark
ERR1788501,19F,19,19F,19F,GPS benchmark
ERR316790,34,34,34,34,GPS benchmark
SRR26817852,8,8,8,8,GPS benchmark
ERR730380,5,5,5,5,GPS benchmark
ERR13365536,22F,22,22F,22F,GPS benchmark
ERR4501351,24F,24,24F,24F,GPS benchmark
ERR1214578,19F,19,19F,19F,GPS benchmark
ERR433792,22A,22,22A,22A,GPS benchmark
ERR1658171,46,46,46,46,GPS benchmark
SRR26797752,34,34,34,34,GPS benchmark
SRR26878119,12F,12,12F,12F,GPS benchmark
ERR2090950,19F,19,19F,19F,GPS benchmark
ERR2090184,7B,7,7B,7B,GPS benchmark
SRR26878064,31,31,31,31,GPS benchmark
ERR742832,24F,24,24F,24F,GPS benchmark
ERR568594,6B,6,6B,6B,GPS benchmark
SRR26715006,35B,35,35B,35D,GPS benchmark
ERR730771,38,38,38,38,GPS benchmark
ERR13364447,3,3,3,3,GPS benchmark
ERR701790,9V,9,9V,46,GPS benchmark
ERR3831141,24F,24,24F,24F,GPS benchmark
SRR26749321,22F,22,22F,22F,GPS benchmark
ERR925274,34,34,34,34,GPS benchmark
ERR913433,34,34,34,34,GPS benchmark
SRR26930531,12F,12,12F,12F,GPS benchmark
ERR13365809,35F,35,35F,35F,GPS benchmark
SRR26818047,15C,15,15C,15B,GPS benchmark
ERR1788152,9N,9,9N,9N,GPS benchmark
SRR26878741,22F,22,22F,22F,GPS benchmark
ERR2089958,21,21,21,21,GPS benchmark
SRR26833540,15A,15,15A,15A,GPS benchmark
ERR1065607,6B,6,6B,6B,GPS benchmark
ERR600111,23B,23,23B,23B,GPS benchmark
ERR714484,19F,19,19F,19F,GPS benchmark
SRR26749306,3,3,3,3,GPS benchmark
ERR2680955,1,1,1,1,GPS benchmark
ERR1422507,35F,35,35F,35F,GPS benchmark
ERR870049,12F,12,12F,12F,GPS benchmark
ERR2089728,6B,6,6B,6E,GPS benchmark
ERR7567982,22F,22,22F,22F,GPS benchmark
ERR1658189,6A,6,6A,6A,GPS benchmark
ERR433775,6B,6,6B,6A,GPS benchmark
ERR2089336,29,29,29,29,GPS benchmark
ERR742845,5,5,5,5,GPS benchmark
