sample,GPSC
SAMEA4927380,38
SAMEA4977739,38
SAMN11116785,38
SAMEA2204161,38
SAMEA114036639,38
SAMEA5050617,38
SAMEA4927331,38
SAMEA4928954,38
SAMEA4926958,38
SAMN09224596,38
SAMEA4931293,38
SAMEA5073328,38
SAMEA104034807,38
SAMEA6500663,38
SAMN05223208,38
SAMN11117325,38
SAMN41760727,38
SAMEA104035952,38
SAMEA5082543,38
SAMEA4929291,38
SAMN03764954,38
SAMEA1025381,38
SAMEA4930419,38
SAMEA114375499,38
SAMEA104035601,38
SAMEA2446390,38
SAMEA4024593,38
SAMEA4928913,38
SAMN03764956,38
SAMEA5050705,38
SAMN11120906,38
SAMEA3353743,38
SAMEA114241886,38
SAMEA2813979,38
SAMEA4929521,38
SAMN05221524,38
SAMEA114375767,38
SAMEA5084474,38
SAMN10608673,38
SAMEA114520941,38
SAMEA104456842,38
SAMEA4650112,38
SAMEA114241762,38
SAMEA4023002,38
SAMEA115503280,38
SAMN11122902,38
SAMEA4928814,38
SAMEA2239106,38
SAMEA114479568,38
SAMN20332690,38
SAMEA5073382,38
SAMEA2658617,38
SAMEA6500618,38
SAMEA4873879,38
SAMEA104456116,38
SAMEA4977747,38
SAMEA2796590,38
SAMEA4024696,38
SAMEA104177252,38
SAMEA4024765,38
SAMN03764952,38
SAMN05222378,38
SAMN09218490,38
SAMN41790591,38
SAMEA5082191,38
SAMN11121800,38
SAMN14169099,38
SAMEA4927286,38
SAMEA111352056,38
SAMN20408985,38
SAMEA3222042,38
SAMEA5051001,38
SAMEA4024623,38
SAMEA4930354,38
SAMEA5786241,38
SAMEA104456201,38
SAMEA115376731,38
SAMEA4927238,38
SAMN20398099,38
SAMEA4008421,38
SAMEA6500712,38
SAMEA2796739,38
SAMEA2239284,38
SAMEA2521546,38
SAMEA4930718,38
SAMN20408696,38
SAMN42206850,38
SAMEA110665036,38
SAMEA2553693,38
SAMN05222781,38
SAMEA104035615,38
SAMEA4967752,38
SAMEA8647446,38
SAMEA4024592,38
SAMEA104035050,38
SAMEA2203823,38
SAMEA114211724,38
SAMEA6500423,38
SAMEA12549569,38
SAMN41750560,38
SAMN25118951,38
SAMEA4024727,38
SAMEA5051160,38
SAMN11116625,38
SAMEA1032706,38
SAMN09224871,38
SAMEA2659057,38
SAMEA4024171,38
SAMEA6499731,38
SAMN14158547,38
SAMEA4928094,38
SAMEA110665799,38
SAMEA3310445,38
SAMEA114392769,38
SAMEA114479159,38
SAMEA13187501,38
SAMEA4022995,38
SAMEA4929395,38
SAMEA4929608,38
SAMEA110665224,38
SAMN11116586,38
SAMEA104035479,38
SAMN41790667,38
SAMEA6499726,38
SAMEA114036649,38
SAMEA115795457,38
SAMEA3221369,38
SAMEA10427973,38
SAMEA111351879,38
SAMN11121132,38
SAMEA115376456,38
SAMEA4561406,38
SAMN09218949,38
SAMEA110664908,38
SAMEA114520516,38
SAMEA4649450,38
SAMN03764957,38
SAMEA4927760,38
SAMEA114036831,38
SAMEA115606691,38
SAMEA4929562,38
SAMN20409148,38
SAMEA4976663,38
SAMEA1026652,38
SAMEA114442020,38
SAMEA104034949,38
SAMEA115606388,38
SAMEA115795317,38
SAMEA4926161,38
SAMEA2203879,38
SAMN09218921,38
SAMEA3209118,38
SAMEA115376406,38
SAMN38909842,38
SAMN11116644,38
SAMEA4929678,38
SAMEA114346066,38
SAMEA110665966,38
SAMEA4008407,38
SAMEA114520307,38
SAMEA2626833,38
SAMN11122392,38
SAMEA114341825,38
SAMEA104456289,38
SAMEA2382699,38
SAMEA2796466,38
SAMEA115606732,38
SAMN09218549,38
SAMN09219114,38
SAMN14169334,38
SAMEA1028928,38
SAMEA114036882,38
SAMN20397684,38
SAMN41760776,38
SAMN11116765,38
SAMEA4931038,38
SAMEA2336008,38
SAMN27738030,38
SAMEA2446313,38
SAMEA114341909,38
SAMEA114441660,38
SAMEA114479457,38
SAMEA4023078,38
SAMEA5051064,38
SAMEA2658646,38
SAMEA114375320,38
SAMN14158608,38
SAMEA6500789,38
SAMN41750917,38
SAMEA2239131,38
SAMEA4024709,38
SAMEA2612663,38
SAMEA3905238,38
SAMEA2446392,38
SAMEA4561038,38
SAMEA6500206,38
SAMEA3353463,38
SAMEA4929705,38
SAMN09219019,38
SAMN14151296,38
SAMEA4926415,38
SAMEA3373754,38
SAMEA4832885,38
SAMEA6500484,38
SAMEA6500391,38
SAMEA4561205,38
SAMEA4022772,38
SAMEA4649567,38
SAMN11116665,38
SAMEA2062167,38
SAMEA104035240,38
SAMEA4930373,38
SAMEA6500770,38
SAMN11117041,38
SAMEA6500208,38
SAMN14157918,38
SAMEA114479224,38
SAMEA5072612,38
SAMEA115795259,38
SAMN08647322,38
SAMEA114479041,38
SAMEA3339768,38
SAMEA3145561,38
SAMEA114490231,38
SAMN25118953,38
SAMEA2612826,38
SAMEA2796543,38
SAMEA12566461,38
SAMEA3176157,38
SAMEA4022928,38
SAMN14168725,38
SAMN05223165,38
SAMEA4928112,38
SAMEA2446100,38
SAMEA114490291,38
SAMEA3353459,38
SAMEA4024455,38
SAMEA4873957,38
SAMEA4930153,38
SAMEA2234492,38
SAMEA115795442,38
SAMEA4649671,38
SAMEA4732984,38
SAMEA114346166,38
SAMEA111351850,38
SAMN11121745,38
SAMEA3430877,38
SAMEA114346055,38
SAMEA114442028,38
SAMEA3221849,38
SAMEA4930586,38
SAMEA2382953,38
SAMEA4927594,38
SAMN14168687,38
SAMN42206795,38
SAMEA114407963,38
SAMEA110664945,38
SAMEA114490346,38
SAMEA1032439,38
SAMEA4929645,38
SAMN09224474,38
SAMN11116713,38
SAMEA110664938,38
SAMEA2521644,38
SAMEA4022922,38
SAMN11121221,38
SAMEA2167604,38
SAMEA1026697,38
SAMN09219009,38
SAMEA1026478,38
SAMN09224769,38
SAMEA6500533,38
SAMEA114408494,38
SAMEA4022935,38
SAMEA114313172,38
SAMN14150595,38
SAMEA114520337,38
SAMEA4926690,38
SAMEA5084235,38
SAMEA5082585,38
SAMEA104035048,38
SAMEA4931370,38
SAMN09218468,38
SAMEA114375727,38
SAMN27738014,38
SAMEA115376253,38
SAMEA1026444,38
SAMEA4022349,38
SAMEA4929695,38
SAMEA5083875,38
SAMN11117188,38
SAMEA2203380,38
SAMEA6500717,38
SAMEA115092476,38
SAMN09218702,38
SAMN11116699,38
SAMEA2446389,38
SAMN33606517,38
SAMEA111378861,38
SAMEA5785514,38
SAMN20408546,38
SAMEA2238613,38
SAMEA114552449,38
SAMEA114479279,38
SAMN09219172,38
SAMEA114346001,38
SAMN04254687,38
SAMEA114241784,38
SAMEA114478767,38
SAMEA2238285,38
SAMEA115795315,38
SAMEA6500416,38
SAMEA115503286,38
SAMEA111352113,38
SAMEA1026788,38
SAMEA104154695,38
SAMN20409302,38
SAMEA3714202,38
SAMEA4927590,38
SAMEA5083913,38
SAMEA115377004,38
SAMEA4008353,38
SAMEA6500716,38
SAMEA4931573,38
SAMEA3353732,38
SAMEA114326403,38
SAMEA114441138,38
SAMEA114309736,38
SAMN11117343,38
SAMN11121638,38
SAMEA114088747,38
SAMN11122882,38
SAMN41751501,38
SAMEA1029116,38
SAMEA1026321,38
SAMEA4732699,38
SAMN14168698,38
SAMEA4928304,38
SAMEA2446228,38
SAMEA6500188,38
SAMEA12566532,38
SAMN41760086,38
SAMN10608664,38
SAMEA4929954,38
SAMEA6499620,38
SAMEA6500603,38
SAMN33607181,38
SAMN03764951,38
SAMEA3221124,38
SAMEA104456163,38
SAMN05220963,38
SAMEA4930352,38
SAMEA1022819,38
SAMEA114375735,38
SAMN11117344,38
SAMEA10427977,38
SAMN42206703,38
SAMEA2383237,38
SAMEA3354337,38
SAMEA5072868,38
SAMEA115377339,38
SAMEA3221715,38
SAMEA5083277,38
SAMN33606610,38
SAMN09218927,38
SAMN11122978,38
SAMEA4561055,57
SAMEA5785744,57
SAMEA5785877,57
SAMEA4976794,57
SAMN41751479,57
SAMEA3221381,57
SAMN20408877,57
SAMN14169335,57
SAMEA4978884,57
SAMN05221312,57
SAMEA104456051,57
SAMEA114552260,57
SAMN20408714,57
SAMN11117474,57
SAMN11121694,57
SAMN14169274,57
SAMEA4024603,57
SAMEA4024617,57
SAMEA115606391,57
SAMEA4024641,57
SAMN05223068,57
SAMN41762411,57
SAMN20331956,57
SAMEA114479018,57
SAMEA4561540,57
SAMEA4873960,57
SAMN20408816,57
SAMEA4926275,57
SAMEA5786103,57
SAMN09218542,57
SAMN09224496,57
SAMEA4649644,57
SAMN09223897,57
SAMEA115794882,57
SAMN14151371,57
SAMEA5082604,57
SAMEA114408436,57
SAMN41760783,57
SAMN05221354,57
SAMN11120866,57
SAMN41761545,57
SAMEA6657793,57
SAMEA3221689,57
SAMEA6500058,57
SAMN05222384,57
SAMN14157985,57
SAMN20331792,57
SAMN20408540,57
SAMEA2796994,57
SAMN42206767,57
SAMEA115796222,57
SAMN41760833,57
SAMEA4978963,57
SAMN09231370,57
SAMEA4966517,57
SAMEA5786183,57
SAMEA5084013,57
SAMEA4928103,57
SAMEA4977729,57
SAMEA1026076,57
SAMN11117122,57
SAMEA114407946,57
SAMEA3171102,57
SAMEA3221446,57
SAMEA4931141,57
SAMEA4978711,57
SAMN09230681,57
SAMN41762037,57
SAMEA4024743,57
SAMEA2797147,57
SAMN11116668,57
SAMN14150614,57
SAMN20332295,57
SAMEA3878824,57
SAMEA5786079,57
SAMEA4931146,57
SAMEA114552279,57
SAMN20409056,57
SAMN42206685,57
SAMEA4930001,57
SAMEA104035446,57
SAMN09224429,57
SAMEA1026431,57
SAMN08647917,57
SAMN09231383,57
SAMEA4926199,57
SAMN11122654,57
SAMEA3353227,57
SAMEA3222024,57
SAMEA114478957,57
SAMEA5226208,57
SAMN11121031,57
SAMEA2814496,57
SAMN20397686,57
SAMEA4008417,57
SAMEA3221450,57
SAMEA114490011,57
SAMEA12566138,57
SAMEA2521739,57
SAMEA3353944,57
SAMEA1025832,57
SAMEA5072882,57
SAMN09231331,57
SAMEA6499840,57
SAMEA4930480,57
SAMN05220931,57
SAMEA3208657,57
SAMEA5785727,57
SAMN05222746,57
SAMN20332534,57
SAMN14158474,57
SAMEA10427182,57
SAMEA3221201,57
SAMEA4978041,57
SAMEA4650168,57
SAMN03764944,57
SAMN14150778,57
SAMEA104034985,57
SAMN09224298,57
SAMEA4649528,57
SAMEA104456482,57
SAMN05223040,57
SAMEA114520535,57
SAMN09218805,57
SAMN20332457,57
SAMEA2239042,57
SAMN20332667,57
SAMEA5073547,57
SAMEA4931408,57
SAMEA4976846,57
SAMEA4930833,57
SAMN09224137,57
SAMEA4929637,57
SAMN20332061,57
SAMN05223142,57
SAMEA114479297,57
SAMN20397824,57
SAMEA3208705,57
SAMN41790600,57
SAMEA4931157,57
SAMEA114489936,57
SAMEA114478950,57
SAMN05220919,57
SAMEA4930220,57
SAMEA5082194,57
SAMN11121233,57
SAMN20332055,57
SAMN41761470,57
SAMN11121185,57
SAMEA4024666,57
SAMEA6499686,57
SAMN11120939,57
SAMN33606593,57
SAMEA5786169,57
SAMN33606592,57
SAMN11120875,57
SAMEA112647528,57
SAMEA3221692,57
SAMEA2238277,57
SAMEA2796700,57
SAMN11122712,57
SAMN11121576,57
SAMN41762752,57
SAMN14158185,57
SAMEA3353707,57
SAMEA5073482,57
SAMN41765068,57
SAMN41790856,57
SAMEA5187262,57
SAMEA12566518,57
SAMEA4024589,57
SAMEA4931524,57
SAMEA114520733,57
SAMEA4926446,57
SAMN14168622,57
SAMEA2383235,57
SAMN33607070,57
SAMN41751503,57
SAMN14151236,57
SAMEA4024604,57
SAMN09224597,57
SAMN14150746,57
SAMEA114478755,57
SAMEA6500529,57
SAMEA114520840,57
SAMN41760900,57
SAMN41760468,57
SAMN09224091,57
SAMN05222915,57
SAMEA2238451,57
SAMEA104456522,57
SAMEA4649848,57
SAMEA4931017,57
SAMEA4649395,57
SAMEA1026608,57
SAMEA4649584,57
SAMN20408638,57
SAMN41765791,57
SAMEA4930601,57
SAMEA6500151,57
SAMEA3206899,57
SAMN05222262,57
SAMEA3221681,57
SAMEA4930046,57
SAMEA4931245,57
SAMN14168703,57
SAMN09218976,57
SAMN25119044,57
SAMEA5072641,57
SAMEA4931399,57
SAMEA4929991,57
SAMN20398178,57
SAMEA114520863,57
SAMEA114478814,57
SAMEA114490394,57
SAMEA103953639,57
SAMEA4978369,57
SAMEA6500095,57
SAMEA6500136,57
SAMEA8647495,57
SAMEA4649249,57
SAMN09214336,57
SAMN41139952,57
SAMEA3221850,57
SAMN11121719,57
SAMN11123016,57
SAMEA4966868,57
SAMN08647934,57
SAMN05222631,57
SAMEA3353626,57
SAMN41139771,57
SAMN20398316,57
SAMN14158550,57
SAMEA4022362,57
SAMN11121647,57
SAMN14158623,57
SAMN09224445,57
SAMEA5786122,57
SAMN14168779,57
SAMN20398253,57
SAMEA111351891,57
SAMEA114858541,57
SAMEA6500691,57
SAMN33606115,57
SAMN33825250,57
SAMEA2446143,57
SAMN11116512,57
SAMEA4930078,57
SAMEA2553684,57
SAMN15562837,57
SAMEA2521847,57
SAMEA114441840,57
SAMEA12565928,57
SAMEA4929777,57
SAMEA103953501,57
SAMEA3389202,57
SAMN05221319,57
SAMN09224231,57
SAMN41751486,57
SAMN11122981,57
SAMEA3207093,57
SAMN20408389,57
SAMEA104222006,57
SAMEA4024714,57
SAMEA2521703,57
SAMEA4024624,57
SAMN41765080,57
SAMEA4024719,57
SAMN09224088,57
SAMEA104456419,57
SAMEA104177279,57
SAMN09218743,57
SAMN14169094,57
SAMN20398294,57
SAMN20408607,57
SAMN41765443,57
SAMEA4649718,57
SAMEA114375345,57
SAMN10608686,57
SAMEA115796969,57
SAMN15562953,57
SAMEA104035713,57
SAMN11121456,57
SAMN14168571,57
SAMEA6500099,57
SAMEA10427295,57
SAMN41750882,57
SAMEA17661418,57
SAMN05222308,57
SAMEA103953693,57
SAMN14151309,57
SAMEA114521047,57
SAMN41750847,57
SAMEA115796949,57
SAMEA10254711,57
SAMEA111351941,57
SAMN33606506,57
SAMEA115795093,57
SAMN14158206,57
SAMEA114520357,57
SAMEA2814322,57
SAMN20408718,57
SAMEA1026756,57
SAMN41760494,57
SAMEA114408086,57
SAMEA114490300,57
SAMEA5084338,57
SAMEA5082046,57
SAMEA4022996,57
SAMN05222482,57
SAMEA114408120,57
SAMEA4831751,57
SAMEA3208736,57
SAMN33606601,57
SAMN33606599,57
SAMN05222412,57
SAMEA111441635,57
SAMN41764953,57
SAMEA111351960,57
SAMEA3353211,57
SAMEA104177365,57
SAMN05223166,57
SAMEA114552672,57
SAMEA115165673,57
SAMN05222188,57
SAMEA10428083,57
SAMN09218781,57
SAMEA5072789,57
SAMN20332203,57
SAMEA3353906,57
SAMN09231443,57
SAMEA114520598,57
SAMEA114392727,57
SAMEA4649413,57
SAMEA5785892,57
SAMN09231152,57
SAMEA4927050,57
SAMN42206832,57
SAMN05222452,57
SAMN14158241,57
SAMN20397783,57
SAMN09223996,57
SAMN11121742,57
SAMN05221380,57
SAMEA1026581,57
SAMN20332372,57
SAMN05222692,57
SAMN20408730,57
SAMEA114521109,57
SAMN14150576,57
SAMN14158494,57
SAMN42206776,57
SAMN41750519,57
SAMEA5073052,57
SAMN11121730,57
SAMEA5073627,57
SAMEA114520435,57
SAMN41760390,57
SAMEA4926141,57
SAMN09218658,57
SAMEA4024665,57
SAMEA4873947,57
SAMEA4929868,57
SAMN20409021,57
SAMEA112299388,57
SAMEA114241807,57
SAMEA5785872,57
SAMEA4926328,57
SAMN14150904,57
SAMN11116638,57
SAMEA114520894,57
SAMEA4927422,57
SAMN14150864,57
SAMN05222941,57
SAMN09224291,57
SAMEA104035572,57
SAMN41751116,57
SAMN14168695,57
SAMN05221266,57
SAMN09224334,57
SAMEA1024963,57
SAMN41761442,57
SAMEA4649195,57
SAMEA4650114,57
SAMEA6507139,57
SAMEA2674846,57
SAMN20332663,57
SAMEA1024555,57
SAMEA4930454,57
SAMEA5084029,57
SAMN41760718,57
SAMEA2238382,57
SAMN41760368,57
SAMN11120849,57
SAMEA4023005,57
SAMEA4022945,57
SAMEA2382808,57
SAMN05220897,57
SAMN25119053,57
SAMEA4926711,57
SAMEA3878828,57
SAMEA4832636,57
SAMEA4873919,57
SAMEA4931221,57
SAMEA114241872,57
SAMEA5785876,57
SAMN33606074,57
SAMN41765715,57
SAMN11121512,57
SAMN20398191,57
SAMN14169066,57
SAMN05221193,57
SAMN05221487,57
SAMN41761309,57
SAMN09218665,57
SAMN11117472,57
SAMN20409315,57
SAMN41760396,57
SAMEA4930307,57
SAMN41765612,57
SAMN41765546,57
SAMEA5084439,57
SAMEA104177355,57
SAMEA115532094,57
SAMEA3878820,57
SAMN14158339,57
SAMEA114229930,57
SAMEA5786172,57
SAMN09218637,57
SAMN41765539,57
SAMEA4978411,57
SAMEA10254679,57
SAMEA114520921,57
SAMN05223245,57
SAMEA104355802,57
SAMEA3221136,57
SAMN11122571,57
SAMEA2521485,57
SAMN09224045,57
SAMN41762349,57
SAMN41765043,57
SAMN42206834,57
SAMEA5082725,57
SAMEA104035319,57
SAMEA4873920,57
SAMEA4928965,57
SAMEA5786274,57
SAMN07157126,57
SAMEA1026031,57
SAMEA3206895,57
SAMEA3353880,57
SAMEA6499581,57
SAMEA114479136,57
SAMEA3176075,57
SAMN41751303,57
SAMN41768220,57
SAMEA114478898,57
SAMN05935851,57
SAMN20397982,57
SAMEA4024540,57
SAMN41751077,57
SAMEA114479358,57
SAMEA2238840,57
SAMEA4022519,57
SAMEA4929947,57
SAMEA104154502,57
SAMN11117051,57
SAMN11117148,57
SAMEA5187287,57
SAMN11122750,57
SAMEA114242242,57
SAMN14158387,57
SAMEA3221204,57
SAMEA12364366,57
SAMN11122833,57
SAMEA114552426,57
SAMEA4930059,57
SAMN20332610,57
SAMN11121227,57
SAMEA104177305,57
SAMEA3504899,57
SAMN33607356,57
SAMEA4926799,57
SAMEA3171185,57
SAMN05222794,57
SAMEA12566443,57
SAMEA5054507,57
SAMEA114241922,57
SAMEA4034900,57
SAMN05222266,57
SAMN14157840,57
SAMEA2521559,57
SAMEA4927664,57
SAMN20397669,57
SAMEA4931120,57
SAMEA3221868,57
SAMEA5072916,57
SAMEA104034734,57
SAMN09219036,57
SAMN11122913,57
SAMEA4763842,57
SAMEA4024316,57
SAMN14169331,57
SAMN41768325,57
SAMN41750907,57
SAMN20332385,57
SAMEA4926916,57
SAMEA4930358,57
SAMN20332475,57
SAMN05221458,57
SAMEA4930990,57
SAMEA104455949,57
SAMN20397809,57
SAMEA115794706,57
SAMEA4930653,57
SAMEA4024679,57
SAMEA4930606,57
SAMEA5187141,57
SAMEA5786182,57
SAMN14158673,57
SAMEA4649761,57
SAMN20397912,57
SAMN05221330,57
SAMEA6499954,57
SAMEA115412720,57
SAMEA2238614,57
SAMEA114490268,57
SAMN20409074,57
SAMN11121445,57
SAMN33606600,57
SAMEA4967434,57
SAMN41765232,57
SAMN11116639,57
SAMEA4024777,57
SAMEA3221909,57
SAMEA2238953,57
SAMN41790698,57
SAMN11122678,57
SAMN25118969,57
SAMEA4024661,57
SAMN14151225,57
SAMEA4928552,57
SAMEA867879,57
SAMN11122634,57
SAMEA4649460,57
SAMN09224668,57
SAMEA2167584,57
SAMN09224285,57
SAMEA114478749,57
SAMEA4024446,57
SAMEA5979849,57
SAMEA4929256,57
SAMEA3208759,57
SAMEA112299376,57
SAMEA3221449,57
SAMN20397670,57
SAMN41761257,57
SAMEA104177304,57
SAMN41761231,57
SAMEA104034695,57
SAMEA4926656,57
SAMN05222600,57
SAMN42206746,57
SAMN41762345,57
SAMEA6500503,57
SAMEA9633131,57
SAMN41762585,57
SAMEA3221188,57
SAMEA2658645,57
SAMEA3310458,57
SAMEA104177350,57
SAMEA4931549,57
SAMEA2626857,57
SAMN20397987,57
SAMN14158202,57
SAMEA4930148,57
SAMEA4926966,57
SAMEA1032449,57
SAMEA1024981,57
SAMEA10427965,57
SAMEA5084270,57
SAMN11122514,57
SAMEA4388335,57
SAMN09218707,57
SAMN11121119,57
SAMN20332347,57
SAMN41760399,57
SAMEA5187419,57
SAMEA4929963,57
SAMEA114441845,57
SAMEA2521474,57
SAMEA3353817,57
SAMEA6499711,57
SAMEA4977234,57
SAMN09223902,57
SAMEA3878826,57
SAMN08647641,57
SAMN14150396,57
SAMEA114521186,57
SAMN14158139,57
SAMN41760705,57
SAMN14158087,57
SAMEA10254675,57
SAMEA114441619,57
SAMEA114479557,57
SAMN41762201,57
SAMN11122970,57
SAMN20398159,57
SAMN41759657,57
SAMN33606596,57
SAMN20332723,57
SAMEA115606740,57
SAMN14150832,57
SAMN20408561,57
SAMEA6500232,57
SAMN15562927,57
SAMN09231173,57
SAMN20397829,57
SAMEA2521580,57
SAMEA104456490,57
SAMN20408665,57
SAMN41750647,57
SAMEA2626763,57
SAMN20398069,57
SAMEA5083128,57
SAMN11121145,57
SAMN05222419,57
SAMN41762309,57
SAMEA2434661,57
SAMEA10427151,57
SAMN15562951,57
SAMN41761010,57
SAMEA115796713,57
SAMEA5082000,57
SAMEA114242076,57
SAMEA1463113,57
SAMN05222009,57
SAMN41762627,57
SAMN41768532,57
SAMEA114520508,57
SAMN11122656,57
SAMN20397855,57
SAMEA2626766,57
SAMEA4928234,57
SAMEA3310431,57
SAMN38501042,57
SAMN41751167,57
SAMN14150923,57
SAMN41768450,57
SAMN09218574,57
SAMN05222359,57
SAMEA4926276,57
SAMEA4930751,57
SAMEA104177179,57
SAMEA5083270,57
SAMEA5866771,57
SAMN14151012,57
SAMEA114479341,57
SAMEA103953606,57
SAMEA6499750,57
SAMN41790644,57
SAMN05220899,57
SAMN10608822,57
SAMN20397918,57
SAMEA104456334,57
SAMEA104456515,57
SAMN09218708,57
SAMEA6500472,57
SAMEA4929205,57
SAMEA115092536,57
SAMEA5072744,57
SAMN20332511,57
SAMN11120840,57
SAMN41762099,57
SAMN05221370,57
SAMN09224615,57
SAMEA4927796,57
SAMN20409261,57
SAMEA4023013,57
SAMN09224802,57
SAMEA104456472,57
SAMEA6500084,57
SAMEA114375630,57
SAMN05223067,57
SAMEA6500229,57
SAMEA3180763,57
SAMN41764937,57
SAMEA115092693,57
SAMN09214254,57
SAMN33606595,57
SAMEA3221419,57
SAMN11121285,57
SAMN05222849,57
SAMEA114441886,57
SAMN36507071,57
SAMEA4927269,57
SAMEA4023079,57
SAMEA3180709,57
SAMN14150461,57
SAMEA12565944,57
SAMN41762880,57
SAMN14150872,57
SAMN11121297,57
SAMEA4926796,57
SAMEA112824248,57
SAMEA114441357,57
SAMEA4926859,57
SAMN41790902,57
SAMEA104456473,57
SAMEA2050520,57
SAMN33607438,57
SAMN41761401,57
SAMEA4023645,57
SAMN09224295,57
SAMEA6499617,57
SAMEA3221588,57
SAMN20397833,57
SAMN09224437,57
SAMEA114212100,57
SAMEA1463100,57
SAMEA3353671,57
SAMN20398055,57
SAMEA5073651,57
SAMN11122537,57
SAMEA6499578,57
SAMN20331821,57
SAMEA3232403,57
SAMN14169181,57
SAMN41751475,57
SAMEA1025880,57
SAMEA3180685,57
SAMEA4977262,57
SAMEA102244918,57
SAMN11121084,57
SAMN20408631,57
SAMN41761629,57
SAMEA2783732,57
SAMN09218711,57
SAMN09224815,57
SAMEA104035031,57
SAMN14150944,57
SAMN20398040,57
SAMEA115795945,57
SAMN14158518,57
SAMN33606598,57
SAMN20408946,57
SAMEA1024893,57
SAMEA8647488,57
SAMEA3221345,57
SAMEA2626807,57
SAMN41768315,57
SAMEA114520325,57
SAMEA5073440,57
SAMN41760791,57
SAMEA3171075,57
SAMN14168591,57
SAMN36507065,57
SAMN05222134,57
SAMN05221490,57
SAMEA114478794,57
SAMEA4928911,57
SAMEA104456455,57
SAMEA3353381,57
SAMEA4930866,57
SAMEA4931032,57
SAMEA114212091,57
SAMEA6500079,57
SAMN11117123,57
SAMN14151126,57
SAMN09224726,57
SAMEA4930248,57
SAMN25118994,57
SAMEA4023848,57
SAMEA2382636,57
SAMEA114478890,57
SAMN11121575,57
SAMEA5073548,57
SAMEA4926613,57
SAMN20409295,57
SAMEA3232460,57
SAMEA4649625,57
SAMEA114212245,57
SAMN05222752,57
SAMEA114490033,57
SAMEA1025298,57
SAMEA5187165,57
SAMEA104034890,57
SAMN08647866,57
SAMN11116875,57
SAMN09219117,57
SAMN20409084,57
SAMEA3206887,57
SAMN11122735,57
SAMEA3714147,57
SAMN14168807,57
SAMN41765642,57
SAMEA104034602,57
SAMEA4926961,57
SAMN41761203,57
SAMEA115795175,57
SAMEA4929817,57
SAMN41761429,57
SAMN14158657,57
SAMEA103953645,57
SAMEA115606980,57
SAMN05221183,57
SAMN11121026,57
SAMEA4649843,57
SAMN09231325,57
SAMEA5083975,57
SAMN41750848,57
SAMN41760532,57
SAMN41760924,57
SAMEA5083137,57
SAMN05222851,57
SAMN09224750,57
SAMEA4930542,57
SAMEA3221937,57
SAMEA4649812,57
SAMN11116816,57
SAMN05221351,57
SAMN09218553,57
SAMN41765267,57
SAMEA114345982,57
SAMEA12364458,57
SAMEA104456496,57
SAMEA114479077,57
SAMEA10427169,57
SAMN15562841,57
SAMN20408584,57
SAMEA5083098,57
SAMN09224279,57
SAMN41765589,57
SAMN20409327,57
SAMEA104456035,57
SAMN09218918,57
SAMN41751363,57
SAMEA3208704,57
SAMEA6499753,57
SAMN09231463,57
SAMEA4926772,57
SAMEA3878853,57
SAMEA111351866,57
SAMN20408472,57
SAMEA3206755,57
SAMEA3251527,57
SAMN20331818,57
SAMN09224133,57
SAMEA4650070,57
SAMEA104455942,57
SAMEA4931209,57
SAMEA4873714,57
SAMN11122829,57
SAMEA1026671,57
SAMEA114520740,57
SAMEA3221742,57
SAMN41750670,57
SAMN41765000,57
SAMEA4930375,57
SAMEA4929209,57
SAMN41790511,57
SAMN09224492,57
SAMEA110665446,57
SAMEA104455807,57
SAMEA5082305,57
SAMN11116709,57
SAMEA114242074,57
SAMN14158553,57
SAMN09224804,57
SAMN05221352,57
SAMEA114229950,57
SAMN20332183,57
SAMEA4024614,57
SAMN14168676,57
SAMEA1025610,57
SAMN20398213,57
SAMEA1026737,57
SAMEA4022241,57
SAMN20397745,57
SAMN14151338,57
SAMN42206846,57
SAMEA2521807,57
SAMN14169202,57
SAMEA3221364,57
SAMEA8647150,57
SAMN41761541,57
SAMEA110665623,57
SAMN41751329,57
SAMEA114490171,57
SAMEA3353305,57
SAMEA114212068,57
SAMN14150757,57
SAMEA114212117,57
SAMEA114520891,57
SAMN05222071,57
SAMN20397947,57
SAMEA5978925,57
SAMEA3171613,57
SAMN11117054,57
SAMEA4926663,57
SAMEA3207262,57
SAMEA4930984,57
SAMN33606155,57
SAMN11117211,57
SAMEA1463083,57
SAMN09231081,57
SAMN09218449,57
SAMEA4929410,57
SAMN41768346,57
SAMEA111351950,57
SAMEA4024557,57
SAMEA3206630,57
SAMN11117176,57
SAMEA4561039,57
SAMEA4649623,57
SAMN15562968,57
SAMEA5082620,57
SAMN11121696,57
SAMN05222100,57
SAMEA4022680,57
SAMEA4928022,57
SAMN09218914,57
SAMEA5073612,57
SAMN09218679,57
SAMN14169322,57
SAMN20397741,57
SAMN20398372,57
SAMEA2797212,57
SAMN25119063,57
SAMN41761686,57
SAMEA5073224,57
SAMN11123009,57
SAMEA2383154,57
SAMEA4649171,57
SAMEA114552253,57
SAMEA6500748,57
SAMN09230967,57
SAMEA103953653,57
SAMN14150927,57
SAMEA3171070,57
SAMEA3221441,57
SAMEA114520852,57
SAMEA104177321,57
SAMEA4978186,57
SAMEA2446183,57
SAMEA2796698,57
SAMN33606508,57
SAMN41761556,57
SAMN20398038,57
SAMEA114211984,57
SAMEA2336168,57
SAMN11117376,57
SAMN20409226,57
